f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,label,label_flip
0,32,68.46734,0,1,0,100,0,1,1351,0,1,1,3,0,1,0,469,495,1568,497,1,1
0,34,66.31653,0,0,0,100,0,1,737,0,1,1,3,0,0,0,447,388,467,922,1,1
2,36,81.24067,0,1,0,100,0,1,961,0,1,1,3,0,0,1,397,457,1027,315,1,0
2,29,68.0572,0,1,0,90,0,1,301,0,1,1,1,0,1,1,277,292,874,736,1,0
3,29,74.50072,0,1,0,90,1,1,431,0,1,1,1,0,1,0,420,721,1304,1070,1,1
0,28,76.08291,0,1,0,90,0,0,0,0,1,0,1,0,1,0,510,591,520,517,0,0
0,26,77.57009,0,1,0,100,0,1,973,0,1,1,3,0,1,0,261,633,1002,852,1,0
0,49,93.26805,0,1,0,100,0,1,159,0,0,0,1,0,0,0,147,371,1629,1000,1,0
0,49,87.67408,0,1,0,90,0,1,269,0,1,1,3,0,0,0,414,312,1193,685,0,0
3,37,66.00082,0,0,0,90,0,1,396,0,1,1,2,0,1,0,461,228,620,632,1,0
3,25,76.89406,0,0,0,90,0,1,348,0,1,1,1,0,1,1,242,294,664,419,0,0
3,32,72.97214,0,1,1,100,0,1,1226,0,1,1,3,0,1,0,299,378,1165,1196,1,0
0,27,98.5247,0,1,0,100,0,1,1026,0,1,1,3,0,1,0,185,273,377,542,1,0
2,20,73.90101,0,1,1,100,0,0,4,0,1,0,1,1,1,0,345,937,789,1014,0,0
1,40,76.68507,0,1,0,100,0,1,450,1,1,1,3,0,1,0,356,309,667,598,1,0
2,21,64.24066,0,0,0,100,0,1,2,1,0,0,1,0,0,0,182,314,461,1172,0,0
2,26,88.78862,0,0,0,100,0,1,0,0,0,0,2,0,1,1,309,548,1429,1764,0,0
0,34,74.32313,0,0,0,100,0,1,297,0,1,1,3,0,0,1,202,522,791,996,1,0
2,33,66.18719,0,1,0,90,0,0,0,0,1,1,2,0,1,0,326,229,1009,1125,0,0
2,44,73.43594,0,1,0,100,0,1,151,0,1,1,3,0,1,0,303,263,964,1719,1,0
2,36,67.73945,0,0,0,100,0,1,13,0,1,0,1,0,1,1,382,499,1409,765,1,0
3,35,88.61053,0,1,0,90,0,1,0,0,1,1,2,0,1,1,218,300,1320,909,0,0
0,37,66.27071,0,0,1,100,0,1,204,0,0,1,3,0,0,0,221,270,1614,1169,1,0
2,41,75.82431,0,1,0,100,1,1,853,0,1,1,2,0,0,0,140,339,765,464,1,1
1,28,72.05824,0,1,0,100,0,1,1435,0,1,1,3,0,1,1,291,312,1183,1558,1,0
1,25,70.13261,0,1,1,100,0,1,9,0,1,1,3,0,0,1,231,420,1405,860,0,0
1,29,100.86923,0,0,0,100,0,0,465,1,0,0,1,0,0,1,341,466,692,864,1,0
0,36,77.07324,0,1,0,90,0,1,130,0,1,1,3,0,1,0,246,187,696,905,0,0
3,39,68.41303,0,1,1,100,0,1,447,0,1,1,3,0,0,0,248,443,751,927,1,0
0,28,76.86591,0,1,0,90,0,1,176,1,1,1,3,0,0,1,214,335,2097,949,1,0
3,26,71.30706,0,1,0,100,0,1,734,0,1,1,2,0,1,1,491,442,982,1091,0,0
0,34,71.99382,0,1,0,90,0,1,5,0,1,0,1,0,1,1,205,223,880,1049,1,1
2,39,75.98543,0,1,0,90,1,0,26,0,1,0,1,0,1,0,358,826,1179,836,1,0
3,30,113.6942,0,1,0,100,0,1,200,0,1,1,2,1,1,1,233,405,717,1105,1,1
1,35,76.81185,0,1,0,100,0,1,0,0,1,0,1,0,1,0,262,462,936,511,0,0
0,34,76.23531,0,1,0,100,0,0,12,1,1,0,1,0,0,0,443,504,774,972,0,0
3,33,62.81627,0,1,0,100,0,1,981,0,1,1,3,0,0,0,220,375,873,558,1,1
0,36,76.45711,0,1,0,100,0,1,1023,0,1,1,3,0,1,0,239,332,644,589,0,0
0,42,78.67643,0,0,0,100,0,1,381,0,1,1,3,0,1,0,214,256,737,695,1,1
0,30,107.73115,0,1,0,90,0,1,120,0,1,1,3,0,1,1,401,363,600,1040,1,1
0,33,70.52534,0,1,0,90,0,0,368,0,1,1,2,0,1,1,278,333,669,854,0,0
3,26,68.41124,0,0,0,100,0,1,427,0,0,1,3,0,1,1,262,311,924,741,0,0
1,43,76.52703,0,1,1,100,0,0,0,0,1,0,1,0,1,1,323,478,2354,586,0,0
2,22,54.25161,0,0,1,100,0,0,22,1,1,0,2,0,1,1,266,417,518,1227,1,1
0,34,94.26412,0,0,0,100,0,1,1624,1,0,1,3,0,1,0,435,651,475,582,1,1
2,41,66.80646,1,0,0,100,0,1,0,1,0,1,2,0,1,0,212,699,898,951,1,1
3,28,80.68585,0,1,0,100,0,1,265,0,1,1,3,0,1,0,389,316,1061,588,1,0
0,19,91.48866,0,0,0,100,0,0,7,0,1,0,1,0,1,1,400,558,1048,1015,0,0
0,40,73.58909,0,1,0,90,0,0,20,0,1,1,3,0,0,1,415,388,717,615,0,0
3,40,58.80214,0,1,0,100,0,0,0,0,1,0,1,0,1,1,254,341,978,1217,1,0
1,27,75.44982,0,0,0,100,0,0,20,0,1,0,3,0,1,0,362,369,1380,760,1,0
3,25,71.69833,0,1,1,100,0,1,0,0,1,1,1,0,1,0,189,433,669,600,1,0
2,34,81.98532,0,1,0,90,0,0,0,0,1,1,1,0,1,0,408,736,990,1081,1,1
3,42,66.70572,0,1,0,100,0,1,929,0,1,1,3,0,1,0,192,518,872,643,1,0
2,35,73.3237,0,1,1,79,0,1,175,0,1,1,2,0,0,0,365,265,521,451,1,0
3,35,66.84489,1,1,1,100,0,1,849,0,1,1,3,0,0,0,209,399,618,678,1,1
2,36,78.14654,0,0,0,100,0,1,337,0,1,1,2,0,1,0,377,380,1412,810,1,0
0,32,60.95627,0,0,1,100,0,1,0,1,0,1,1,0,0,1,266,598,760,1040,0,0
1,36,56.48338,0,1,0,100,0,1,660,0,0,1,3,0,0,0,336,256,1115,1009,1,1
0,32,64.19565,0,1,1,100,0,1,229,0,1,1,3,1,1,0,188,337,500,862,0,0
0,43,86.26173,0,1,1,90,0,1,0,0,1,0,1,0,1,0,197,741,1677,1057,0,0
1,35,70.67136,0,1,1,100,0,1,12,1,1,1,1,0,1,0,330,311,554,962,0,0
1,31,71.73703,0,1,0,100,0,1,421,0,1,1,3,0,1,0,245,316,816,1022,1,1
3,36,98.19649,0,1,0,100,0,0,1,1,1,0,1,0,1,0,297,552,631,573,1,1
3,36,72.59528,0,0,0,100,0,1,183,0,1,0,3,0,0,0,452,587,1078,921,0,0
2,38,62.04638,0,0,0,100,0,1,498,0,1,1,2,0,1,0,293,242,781,804,1,0
0,35,57.28121,0,0,0,100,0,0,132,0,1,0,1,0,1,0,427,305,2060,1480,0,0
0,39,73.83448,0,1,0,100,0,1,0,0,1,1,2,0,1,0,321,486,1631,1234,0,0
2,45,53.53366,0,0,0,100,0,0,132,0,1,1,3,0,1,0,308,564,581,1106,1,1
2,54,78.1211,0,1,1,90,0,1,334,0,1,1,3,0,0,0,150,413,841,798,1,1
0,34,83.33324,0,1,0,100,0,1,921,0,1,1,3,0,1,0,266,533,2047,1219,1,0
0,39,78.34173,0,1,0,100,0,1,377,0,1,1,3,0,1,0,207,658,1597,395,1,1
1,37,79.53888,0,0,0,90,0,1,10,1,1,1,1,0,1,0,211,423,679,1636,1,1
3,45,71.06004,0,1,1,100,0,1,1761,0,1,1,3,0,0,0,186,354,733,2208,1,1
0,35,63.55662,0,1,0,90,0,1,0,0,0,1,1,0,0,0,210,504,888,720,0,0
1,43,90.01819,0,1,0,100,0,1,196,1,1,1,2,0,1,0,224,297,675,623,0,0
2,26,82.7696,0,1,0,100,0,0,370,0,1,0,1,0,1,0,314,574,1540,522,0,0
3,29,66.12876,0,0,0,90,0,1,792,0,1,1,2,0,1,0,233,477,617,334,1,1
1,39,68.37067,0,1,0,100,0,0,254,1,1,0,3,0,0,1,395,370,631,638,0,0
3,34,68.21919,0,1,0,90,0,1,696,0,1,1,3,0,0,0,210,271,903,430,1,1
2,34,79.32399,0,1,0,100,0,0,0,0,1,0,1,0,0,0,322,503,819,534,1,0
1,39,77.30295,0,1,0,100,0,1,839,0,1,1,3,0,1,0,214,362,640,930,1,0
0,40,88.40403,0,0,1,82,0,1,392,1,1,1,3,0,1,0,211,402,697,957,1,1
2,30,93.48524,0,1,0,90,0,1,916,1,1,1,3,0,1,0,271,201,1166,707,1,1
2,49,98.84468,0,1,1,100,0,0,0,1,1,0,1,0,0,0,331,315,681,1115,1,1
2,43,87.91799,0,1,0,100,0,0,28,0,1,0,1,0,1,0,415,660,1009,1398,0,0
0,30,70.60114,0,0,0,100,0,1,7,0,1,1,3,0,1,1,272,393,657,1408,1,1
0,47,75.64148,0,1,0,90,0,1,308,0,1,1,1,0,0,1,290,522,1283,847,1,1
2,27,84.0483,0,0,0,90,0,1,0,1,0,1,2,0,1,1,449,461,1729,778,0,0
3,34,78.2033,0,1,0,100,0,1,958,0,1,1,3,0,1,0,284,330,543,630,0,0
2,33,70.10872,0,1,0,90,0,1,5,1,1,0,3,1,1,1,508,615,909,1064,0,0
0,34,77.80339,0,1,0,100,0,0,2,0,1,0,1,0,1,0,336,434,1919,1168,1,1
3,40,69.87664,0,1,0,90,0,1,416,0,1,1,2,0,1,0,214,633,640,485,0,0
0,36,92.60546,0,1,0,100,0,1,895,0,1,1,2,0,0,0,271,403,835,717,1,1
0,29,73.27178,0,1,0,90,0,1,0,0,1,0,1,0,1,0,291,531,1600,1427,1,1
2,32,62.53738,0,0,0,100,0,1,360,0,1,1,3,0,1,0,252,294,655,1565,1,0
2,33,72.19404,0,1,0,100,0,0,0,0,1,0,1,0,0,0,262,657,830,853,0,0
2,35,71.42426,0,1,0,100,0,1,1089,1,0,1,3,0,1,0,251,490,1595,461,1,0
1,37,64.84954,0,1,0,90,0,1,0,0,1,1,1,0,1,0,389,288,654,748,1,0
0,40,57.32584,0,1,0,100,0,1,585,0,1,1,3,0,0,0,244,377,1290,991,1,1
0,53,69.89343,0,0,0,90,0,1,107,1,1,1,2,0,1,0,283,361,650,939,0,0
3,28,82.3969,0,1,0,90,0,1,880,0,1,1,3,0,1,0,552,294,615,638,1,0
3,29,74.69507,0,1,0,81,0,1,21,0,1,1,1,0,0,0,216,676,1709,909,0,0
3,35,70.4017,0,1,0,100,0,0,15,0,1,0,2,0,0,0,297,423,492,1429,1,1
2,28,84.31406,0,0,0,100,0,0,777,1,1,1,3,0,1,0,282,249,675,417,1,0
0,37,89.82203,0,1,0,100,0,1,413,0,1,1,1,0,0,0,365,312,1073,785,0,0
1,34,69.07378,0,1,0,100,0,1,331,0,1,1,2,0,1,0,250,216,530,502,1,0
3,53,66.43756,0,1,0,100,0,1,9,0,1,1,1,1,1,1,252,353,767,1213,0,0
3,35,69.90341,0,1,0,100,0,1,310,0,1,1,3,0,1,1,249,240,596,858,1,1
0,39,71.88408,1,0,0,100,0,0,0,0,1,0,1,0,0,1,334,158,591,946,1,0
3,26,85.29515,0,0,0,100,0,1,487,0,0,1,3,0,1,0,228,391,911,959,0,0
3,33,62.15781,0,0,0,100,0,1,893,0,0,1,3,0,1,0,430,386,784,933,1,1
0,30,63.46712,0,0,0,100,0,0,0,1,1,1,1,0,0,1,348,433,853,1186,1,1
3,38,74.12986,0,1,0,100,0,1,777,0,1,1,3,0,1,0,236,324,1704,1085,1,0
1,34,80.11998,0,1,0,90,0,1,475,0,1,1,3,0,0,0,195,271,451,1080,1,1
3,39,68.10809,0,0,0,100,0,1,0,1,1,1,1,0,1,0,421,651,895,589,0,0
0,34,69.75253,0,1,0,100,0,0,0,0,1,0,1,0,0,0,384,420,839,779,0,0
0,30,65.04109,0,0,0,100,0,1,483,0,1,1,3,0,0,0,428,266,1364,1233,1,1
0,28,87.09711,0,1,0,90,0,0,15,0,1,0,1,0,0,0,239,770,634,594,0,0
0,24,97.51036,1,0,0,100,0,1,335,0,1,1,3,0,0,0,385,406,691,1111,1,1
2,35,73.90349,0,1,0,90,0,0,20,0,1,1,3,1,1,0,191,419,1308,598,0,0
3,43,82.59077,0,1,0,90,0,1,35,1,1,0,1,0,1,1,492,331,706,617,1,0
2,34,78.09706,0,0,1,90,0,1,21,0,0,1,1,0,1,0,412,238,1240,457,0,0
0,37,82.69746,0,1,0,100,1,1,389,0,1,1,3,0,0,0,239,380,1219,717,1,1
3,38,67.22782,0,1,0,100,0,0,0,0,1,1,1,0,1,0,501,572,1363,470,1,0
0,34,69.93187,0,1,0,100,0,1,753,0,1,1,3,0,1,0,471,350,670,673,0,0
1,30,59.74344,0,0,0,100,0,1,778,0,1,1,2,0,0,1,229,253,706,702,1,1
1,27,58.82846,0,0,0,100,0,0,0,0,1,0,1,0,1,0,193,340,1353,582,0,0
2,39,75.45436,0,1,0,100,0,1,415,0,1,1,3,0,0,0,170,311,2283,614,1,1
0,39,67.42009,0,1,0,82,0,1,0,1,0,0,1,1,1,0,407,483,516,1404,0,0
2,30,68.77484,0,1,1,90,0,0,0,1,1,0,1,0,1,0,444,331,491,984,0,0
3,30,79.90599,0,1,0,100,0,1,441,0,1,1,3,1,1,0,480,496,1136,1418,0,0
2,16,63.23236,0,0,0,100,0,0,2,1,1,0,1,1,1,1,359,629,2916,854,0,0
0,44,78.03049,0,0,0,100,0,1,721,0,1,1,3,0,0,0,223,509,1578,840,1,0
2,29,66.86583,0,1,0,90,0,0,0,0,1,0,1,1,1,0,504,597,1181,1179,0,0
0,34,74.87939,0,1,0,100,0,0,0,1,1,0,1,0,0,1,462,699,1236,544,0,0
3,27,76.19476,0,1,0,90,0,1,120,0,1,1,3,0,1,0,498,552,866,603,1,0
0,17,69.27392,0,0,0,100,1,1,234,0,1,1,3,1,1,0,275,352,508,729,1,0
0,46,62.08876,0,1,0,100,1,1,1214,1,1,1,1,0,1,0,333,499,1869,1171,1,0
0,37,104.95979,0,1,0,90,0,1,0,0,1,1,2,0,1,0,221,279,1075,836,1,0
3,45,69.52535,0,1,0,90,0,1,979,0,1,1,2,0,1,0,238,554,799,967,1,0
3,28,81.27466,0,0,0,100,0,1,136,0,1,1,3,0,0,0,292,267,765,1833,1,0
3,25,71.9078,0,1,0,100,0,0,5,0,1,0,1,0,1,0,358,488,1127,732,1,0
0,35,72.52021,0,0,0,90,0,1,318,0,1,1,3,0,1,0,294,430,829,820,1,1
0,24,72.13492,0,1,1,90,0,1,297,0,1,1,3,0,1,1,389,366,848,1050,0,0
2,28,70.92047,0,1,0,100,0,1,776,0,1,1,3,0,1,0,230,326,845,922,0,0
2,28,64.06299,0,1,0,100,0,1,1243,0,1,1,3,1,1,0,256,551,839,1062,1,1
0,43,102.15147,0,1,0,100,0,1,0,0,1,1,2,0,1,0,193,284,2186,545,1,1
1,34,81.18346,0,1,0,100,0,1,912,1,1,1,3,0,1,0,255,396,619,796,1,1
2,36,67.02308,0,0,0,100,0,1,941,0,1,1,3,0,1,1,306,281,974,1009,1,0
3,36,64.50313,0,1,0,90,1,1,403,0,1,1,3,0,1,1,248,233,1641,522,1,1
1,31,79.8327,0,1,0,81,0,1,0,0,1,0,2,0,1,1,316,394,884,860,1,0
3,36,67.28664,0,0,0,100,0,1,456,0,1,1,3,0,1,1,328,421,1063,723,1,0
0,23,83.598,0,0,0,90,0,1,10,0,1,1,1,0,1,1,472,577,1592,940,0,0
0,33,75.58279,0,1,0,100,0,1,958,0,1,1,3,0,1,0,419,278,1734,1043,1,0
1,29,72.35302,1,0,1,100,0,0,0,1,1,0,1,0,1,1,344,594,1094,798,0,0
0,36,82.63415,0,1,0,100,0,1,345,0,1,1,3,0,1,0,354,262,841,1130,1,0
3,33,58.98269,0,0,0,100,0,1,802,0,1,1,3,0,0,1,246,373,842,1452,1,1
2,35,90.30474,0,1,0,100,0,1,1245,0,1,1,3,0,1,0,209,329,567,479,1,1
3,28,64.89814,0,0,0,100,0,0,1,1,1,0,1,0,1,1,339,527,1007,648,0,0
2,25,71.40587,0,0,0,100,0,0,0,0,1,0,1,0,0,0,402,785,2097,677,0,0
1,36,71.67581,0,1,0,100,0,1,0,1,1,0,1,0,1,0,366,764,674,606,1,0
1,25,75.23472,0,0,0,90,0,0,0,0,1,0,1,0,1,0,612,583,529,989,0,0
0,28,73.06177,0,0,0,100,0,0,0,1,1,0,1,0,1,0,416,376,1194,1667,0,0
1,36,74.1618,0,0,1,90,0,1,166,1,1,1,3,0,1,0,215,322,1668,511,1,1
0,33,77.99862,0,1,0,100,0,1,354,0,1,1,1,0,1,0,260,324,1452,848,1,0
2,20,80.07055,0,0,1,100,0,1,0,0,0,1,2,0,1,0,193,373,832,855,1,0
2,33,78.42739,0,1,1,90,0,1,884,0,1,1,3,0,1,0,238,432,682,1032,0,0
0,44,65.97014,0,0,0,100,0,1,0,0,1,0,1,1,1,0,289,581,924,611,1,0
2,36,85.48529,0,1,0,100,1,1,0,0,1,1,2,1,1,1,491,409,603,1462,0,0
0,37,69.99681,0,0,0,100,0,1,520,0,1,1,3,0,1,0,423,405,702,716,1,1
2,37,67.02547,0,0,1,100,0,1,38,1,0,1,1,0,1,0,275,352,1600,731,0,0
3,45,69.73034,0,1,0,100,0,1,184,1,1,1,3,0,1,0,215,552,1251,727,0,0
2,26,72.50068,1,0,0,90,0,1,351,0,1,1,3,0,1,0,175,449,686,638,0,0
0,27,92.10389,0,1,0,100,0,0,0,1,1,0,1,0,1,0,489,547,861,920,0,0
1,33,65.84239,0,0,0,100,0,0,0,1,1,0,1,0,1,1,459,315,631,504,0,0
0,33,91.60798,0,1,0,100,0,0,5,0,1,0,1,0,1,1,365,498,808,1496,0,0
2,27,75.01488,0,0,0,100,0,0,17,0,1,0,1,0,1,0,509,781,759,828,0,0
0,37,61.9451,0,1,0,90,0,1,725,0,1,1,3,1,0,0,239,346,969,543,1,0
2,43,70.79246,0,1,0,100,0,1,21,0,1,0,1,0,0,0,184,352,1370,972,1,0
3,44,79.59056,0,1,0,90,0,1,740,0,1,1,3,0,1,1,268,360,750,762,1,1
0,30,76.21676,0,0,0,100,0,1,832,0,0,1,2,0,0,0,339,379,960,1364,1,0
3,41,63.7332,0,1,0,100,0,1,1210,0,1,0,1,0,1,1,304,731,1026,726,1,0
0,24,71.22346,0,1,0,100,0,0,470,0,1,1,2,0,0,1,226,206,1635,840,1,1
3,43,61.87002,0,0,0,100,1,0,363,0,1,0,3,0,1,0,191,455,1016,542,0,0
3,28,74.6336,0,0,0,90,0,1,870,1,1,1,3,0,0,0,269,619,953,650,0,0
0,51,61.57442,0,0,0,100,0,1,500,0,1,0,1,0,0,1,370,334,622,825,1,0
0,46,75.59259,0,1,1,100,0,1,991,0,1,1,3,0,1,0,421,526,1234,756,1,0
2,38,82.42213,0,1,0,90,0,1,1353,1,1,1,2,0,1,0,184,481,1987,842,1,0
0,26,62.68468,0,0,0,100,1,1,303,1,0,1,3,0,0,1,488,531,490,747,1,1
1,33,88.12533,0,1,0,100,0,0,0,0,1,0,1,0,1,0,244,480,894,787,1,1
0,39,83.90561,0,0,0,100,0,1,430,0,1,1,3,0,1,0,204,292,1005,593,1,0
2,41,67.30456,0,1,0,90,0,1,12,1,1,1,2,1,1,0,565,249,1060,481,1,1
0,41,74.04417,0,1,0,100,0,1,968,0,1,1,3,0,0,0,315,517,1691,1199,1,1
1,28,80.93134,0,1,0,100,0,0,0,0,1,0,1,0,1,1,265,465,701,617,1,0
3,38,61.75645,0,1,1,100,0,0,459,0,1,1,3,0,1,0,499,372,408,618,1,0
3,28,65.10326,0,0,1,100,0,0,279,1,1,0,1,0,1,0,195,496,852,684,1,0
0,25,84.84632,0,0,1,100,0,1,132,0,0,1,3,0,0,1,232,234,1091,462,1,0
0,31,81.99408,0,1,0,100,0,1,48,0,1,1,3,0,0,1,410,323,1371,620,1,0
0,35,66.03427,0,0,0,100,0,1,306,1,1,1,2,0,1,0,233,307,713,1334,0,0
0,35,68.15881,0,0,0,90,0,1,410,0,1,1,3,0,1,0,314,414,815,479,1,1
1,41,116.39978,0,1,0,100,0,0,0,0,1,0,2,0,1,0,506,539,2101,1211,1,1
1,32,69.02012,0,0,0,100,0,0,6,1,0,0,1,0,0,0,289,566,752,1149,0,0
0,28,72.27485,0,1,0,100,0,1,646,0,1,1,3,0,1,0,266,282,1157,656,1,0
0,27,102.64376,0,0,0,100,0,1,0,1,0,1,3,0,0,1,220,411,626,1010,0,0
0,43,82.40185,0,1,0,90,0,1,0,1,1,0,1,0,1,1,364,774,1310,963,1,1
0,34,70.44566,0,0,0,100,0,1,454,0,1,1,3,0,0,0,197,257,592,440,1,0
3,41,72.35832,0,1,0,100,1,1,373,0,1,1,3,0,0,1,282,298,1602,1868,1,0
2,37,63.08749,0,0,0,100,1,1,102,0,1,1,2,0,0,0,196,531,399,662,1,1
2,30,65.99301,0,1,0,90,0,0,0,0,1,1,3,0,1,0,453,408,687,683,1,0
3,29,70.19531,1,0,0,90,0,0,0,0,1,1,2,0,0,0,285,543,1756,458,0,0
1,40,69.58113,0,1,0,100,0,0,0,0,1,0,1,0,0,0,388,645,2669,647,0,0
0,38,82.09569,0,1,0,100,0,1,1024,0,1,1,3,0,1,0,151,377,1433,541,1,1
1,36,61.28538,0,0,0,90,0,1,491,0,0,1,3,0,1,1,194,253,382,809,1,1
1,33,89.50522,0,1,0,100,0,1,146,0,1,1,2,0,1,0,259,711,1289,1197,0,0
3,29,64.03228,0,1,1,81,0,1,1030,1,1,1,1,0,0,1,192,263,715,1317,1,1
1,33,67.89234,0,1,0,90,0,1,330,0,1,1,3,0,1,0,334,322,992,499,1,0
1,28,79.93927,0,1,0,100,0,0,0,0,1,0,1,0,1,0,356,346,597,672,1,0
2,44,68.57563,0,1,0,100,0,1,837,0,1,1,3,1,1,0,268,362,589,999,0,0
3,38,73.81638,0,1,0,100,0,1,355,0,1,1,3,0,0,0,202,420,675,904,1,0
2,42,104.57057,0,1,0,90,0,1,902,0,1,1,3,0,1,0,208,274,820,491,1,0
1,23,62.98493,0,1,1,100,0,0,4,0,1,0,3,0,1,1,295,519,2268,572,0,0
0,40,73.80965,0,0,0,100,0,1,15,0,1,0,2,0,1,1,213,486,591,1656,1,1
3,29,73.60416,0,1,0,100,0,1,1192,0,1,1,2,0,1,0,401,481,833,611,1,1
1,20,101.49091,0,1,0,100,0,0,0,0,1,0,1,0,1,1,359,524,717,841,1,0
2,25,68.75861,0,0,1,100,0,0,0,1,0,0,1,0,1,1,271,492,1148,711,0,0
1,34,78.12226,0,1,0,100,0,0,15,1,0,1,1,0,0,0,358,261,773,1195,0,0
0,27,68.84075,0,1,0,100,0,0,9,0,1,0,1,0,0,0,266,348,1700,1037,1,1
0,36,62.37711,0,0,1,90,0,1,360,0,0,1,3,0,1,0,215,382,819,1113,1,1
1,29,67.84065,0,1,0,100,0,0,18,0,1,0,1,1,1,0,309,427,883,1462,1,0
2,35,78.4676,0,1,0,100,1,1,11,0,1,1,3,0,1,0,190,298,888,1308,0,0
1,35,85.85053,0,0,0,90,0,1,0,0,1,1,3,0,1,1,253,280,733,917,1,0
3,43,86.14011,0,1,0,100,0,1,493,0,1,1,3,0,1,0,193,376,777,442,1,1
1,41,69.90923,0,1,0,90,0,1,848,0,1,1,2,0,1,0,244,684,839,928,1,0
1,31,60.27068,0,1,0,100,0,0,9,0,1,0,1,0,1,0,456,444,850,372,0,0
0,31,73.68346,0,0,0,100,0,1,119,0,0,1,2,0,1,1,387,327,600,918,1,1
2,53,64.69178,0,0,0,100,0,1,3,0,1,1,2,0,1,0,272,328,688,1107,1,0
3,32,81.19413,0,0,0,100,0,1,505,1,1,1,2,0,1,0,212,928,687,1010,1,0
2,36,70.93989,0,1,0,100,0,1,154,0,1,1,1,0,1,1,250,501,1124,1266,1,0
2,42,84.18349,0,0,0,90,0,1,45,0,1,1,2,0,1,0,205,454,614,780,0,0
0,36,74.0067,0,1,0,100,0,1,477,0,1,1,1,0,0,1,250,514,835,943,1,1
0,52,60.74605,0,1,0,100,0,1,950,1,0,1,2,0,0,1,453,601,687,638,1,1
3,37,79.59394,0,0,0,90,0,1,914,0,0,1,3,0,1,0,334,333,701,781,1,1
2,37,84.34897,0,1,0,82,0,0,0,0,1,0,1,0,1,0,371,388,1258,1715,1,0
0,22,70.76909,0,1,0,100,1,1,155,0,1,1,1,1,1,0,308,575,814,696,1,1
1,28,59.8184,0,0,0,100,0,1,3,0,1,0,1,0,1,0,351,375,820,998,1,1
1,50,58.04546,0,0,0,100,0,1,78,0,0,1,3,0,1,0,290,522,590,768,1,1
1,28,62.09517,0,0,0,100,0,0,0,1,1,0,1,0,0,1,322,319,2534,586,1,0
3,32,65.55899,0,0,0,90,0,1,441,0,0,1,2,0,1,0,229,578,1756,1141,0,0
2,37,84.36235,0,0,0,100,1,1,6,0,1,1,3,0,1,0,248,305,661,401,1,1
2,31,60.10977,0,1,0,100,0,1,1281,1,1,1,3,0,1,1,351,268,619,832,1,1
3,30,74.21012,0,0,0,100,0,0,0,1,0,0,1,0,1,1,182,384,1708,889,1,0
3,37,62.49413,0,1,0,100,0,1,431,0,1,1,3,0,1,0,244,185,1044,1606,1,1
0,37,85.02642,1,1,0,100,1,1,782,0,1,1,3,0,1,0,308,635,1128,700,1,1
0,48,68.43859,0,1,0,100,0,0,0,0,1,0,1,1,1,0,327,318,1301,555,0,0
2,24,81.3555,0,0,0,100,0,0,0,1,1,0,1,0,1,0,272,453,1233,1159,0,0
0,37,73.00443,0,1,0,100,0,0,13,0,1,0,1,0,1,0,342,375,649,513,0,0
0,28,69.79061,0,0,0,100,0,1,0,1,0,1,2,0,1,1,225,449,974,1210,1,1
0,34,73.67536,0,1,0,90,0,1,742,0,1,0,2,0,0,0,212,221,826,997,1,1
2,37,91.26433,0,1,0,90,1,1,401,0,0,1,3,1,1,0,153,372,856,764,1,1
1,32,61.73776,0,0,0,100,0,1,17,0,1,0,1,0,0,1,234,486,835,531,1,1
2,46,74.03445,0,1,0,100,0,1,841,0,1,1,3,0,1,0,193,372,1243,713,0,0
2,33,74.56826,0,1,0,100,0,1,1432,0,1,1,2,0,1,0,346,560,946,885,0,0
0,37,72.0534,0,1,0,100,1,1,469,1,1,1,2,0,1,1,235,458,979,1502,0,0
1,36,78.42613,0,1,1,100,0,1,356,0,0,1,3,1,0,1,138,286,1250,906,1,0
3,22,70.28198,0,1,0,90,0,0,0,1,1,0,1,0,1,1,343,376,1116,669,1,0
3,38,76.50588,0,0,1,81,0,0,138,1,1,1,2,0,1,0,401,352,2196,1308,0,0
0,38,89.50861,0,1,0,100,0,1,0,1,1,0,1,1,1,1,409,348,1903,459,1,1
2,48,67.99562,0,0,0,90,0,0,9,1,1,0,1,0,1,0,208,422,511,368,0,0
3,39,73.22557,0,1,0,100,0,1,294,0,1,1,3,0,1,0,428,778,2442,1060,0,0
2,39,62.03935,0,0,0,90,0,1,815,0,1,1,3,0,1,0,272,461,1144,668,1,0
3,43,65.62439,1,0,1,82,0,1,744,0,0,1,3,0,1,1,257,384,696,514,1,1
0,40,64.94868,0,0,0,100,0,1,901,1,1,1,3,0,0,0,227,333,492,567,1,0
0,41,75.20588,0,1,0,100,0,1,1216,0,1,1,3,0,1,1,372,344,1005,679,1,0
3,43,69.92337,0,1,0,90,0,1,9,0,1,1,3,0,1,0,235,588,657,391,0,0
0,45,93.00778,0,0,0,100,0,1,14,1,1,1,1,0,1,1,253,337,1002,1216,1,0
2,37,60.77859,0,1,0,90,0,1,518,0,1,1,3,0,1,0,312,361,1240,1157,1,0
3,23,74.33689,0,0,1,90,0,0,0,0,0,0,1,0,0,0,480,442,1284,562,0,0
0,24,75.93354,0,1,0,100,0,1,165,0,1,1,3,0,1,1,296,296,719,587,1,1
