f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,label,label_flip
2,29,69.99768,0,1,0,100,0,1,161,0,1,1,3,0,1,0,241,372,1161,656,1,1
2,52,103.57172,0,1,1,100,0,0,12,0,0,0,1,1,1,1,262,429,1695,972,0,0
2,45,61.93937,0,1,1,80,0,1,870,1,1,1,3,1,1,0,333,255,732,807,1,1
0,26,81.70409,0,1,0,100,0,0,27,0,1,0,1,0,0,0,293,476,1158,667,1,1
1,27,98.98923,0,0,0,100,0,1,0,0,1,0,1,0,1,1,395,641,1025,1459,0,0
3,28,67.01901,0,0,0,90,0,1,0,0,1,1,1,0,1,0,390,630,807,616,0,0
1,47,95.54143,0,1,0,100,0,1,0,1,1,0,1,0,1,0,264,348,596,751,0,0
2,31,70.26826,0,1,0,100,0,0,9,1,1,0,1,0,1,1,223,719,725,547,0,0
0,37,66.16619,0,0,0,100,0,1,470,0,0,1,3,0,1,0,214,342,1290,1759,1,1
0,27,114.13049,0,1,0,100,0,0,12,1,1,0,1,0,1,1,256,246,633,412,0,0
0,39,62.73331,0,0,0,100,0,1,0,1,0,0,1,0,0,0,232,262,643,833,1,0
0,28,67.54623,0,1,1,100,0,0,0,0,1,0,1,0,1,0,401,323,990,670,0,0
1,33,81.07674,0,1,0,100,0,1,532,0,1,0,3,0,1,0,349,380,1010,731,0,0
3,34,96.2717,0,1,0,100,0,0,120,0,1,0,1,0,1,0,283,248,781,804,0,0
0,31,60.56522,0,0,0,100,0,1,1147,0,1,1,2,0,1,1,246,606,1675,771,0,0
1,19,81.83383,0,1,0,100,0,0,2,0,1,0,1,0,1,1,270,505,747,1423,0,0
0,34,70.86449,0,1,0,90,0,1,396,0,1,0,2,0,0,0,383,294,665,1152,0,0
2,40,75.83858,0,0,0,90,0,1,463,0,1,1,3,0,1,0,375,301,848,578,0,0
3,41,69.07023,0,1,0,90,0,1,904,0,1,1,3,0,1,0,196,347,665,489,1,1
0,36,126.30358,0,1,0,100,0,1,146,0,1,1,2,0,1,1,288,285,2309,790,1,1
0,40,91.89143,0,1,0,100,0,1,658,0,1,1,2,0,1,1,199,368,1730,897,1,1
0,37,70.74856,0,1,0,90,0,1,797,0,1,1,3,1,1,1,308,308,944,765,1,1
1,44,70.67408,0,0,0,100,0,1,0,0,1,1,1,0,1,0,299,278,811,1684,1,1
3,33,79.78783,0,1,0,100,1,1,83,0,1,1,2,0,1,0,189,516,574,1338,0,0
0,25,67.3975,0,1,0,90,0,0,0,1,0,0,1,0,1,1,418,371,1145,853,1,1
2,36,65.95702,0,1,0,100,0,0,11,0,1,0,1,0,1,0,335,394,1575,1020,0,0
0,42,67.20608,0,0,0,100,0,1,0,0,1,0,2,0,0,0,412,422,1430,729,0,0
3,35,53.96565,0,1,0,100,0,1,212,0,1,1,3,0,1,0,242,542,993,834,1,1
2,37,63.47904,0,1,0,90,0,0,10,0,1,0,1,0,1,0,392,534,719,673,0,0
0,42,75.43438,0,1,1,100,0,1,512,1,1,1,3,1,0,0,218,338,1153,900,0,0
3,34,73.54932,0,1,0,100,0,0,470,0,1,1,3,0,1,0,224,497,1702,970,0,0
0,44,64.58868,0,1,0,100,0,1,1210,0,1,1,3,1,0,0,227,517,602,1270,1,1
0,38,71.48381,0,1,0,100,0,1,16,1,1,0,1,0,0,0,349,348,857,951,0,0
1,26,72.68091,0,1,0,100,0,1,388,0,1,1,3,0,1,1,332,212,715,1193,1,1
2,40,95.63695,0,1,0,90,0,1,451,0,1,1,3,0,1,0,253,684,906,872,1,1
3,26,75.2318,0,1,0,100,1,1,11,0,1,1,3,0,1,1,159,615,1211,1055,0,0
3,36,71.60486,0,1,0,100,0,0,0,0,1,1,1,0,1,0,285,449,1267,1703,0,0
3,38,69.79698,0,0,1,100,0,0,0,1,1,1,1,0,1,0,436,630,605,1026,0,0
0,31,59.12216,0,1,0,100,0,0,4,0,1,1,1,0,0,0,158,411,2245,640,1,1
0,30,70.81952,0,0,0,100,0,1,857,1,0,1,2,0,0,0,282,467,711,585,0,0
0,24,65.14907,0,0,0,100,0,0,0,1,1,0,1,0,1,0,377,607,2015,1323,0,0
1,39,59.36898,0,1,0,90,0,0,322,0,1,1,2,0,1,1,187,388,2675,1375,0,0
3,27,64.3887,0,0,0,100,0,0,2,1,1,1,1,0,1,0,210,381,1226,696,1,1
3,39,65.61823,0,0,0,90,0,1,365,0,0,1,3,0,0,1,233,494,739,1006,0,0
2,30,72.71928,0,0,0,100,0,1,905,0,1,1,3,0,0,1,201,332,1029,1625,1,1
0,48,91.36029,0,1,1,100,0,1,0,0,1,0,1,0,0,0,456,588,2279,438,1,1
2,40,67.11708,1,0,0,100,0,1,964,0,1,1,3,0,1,0,278,277,792,694,1,0
0,33,84.12218,0,0,0,100,0,0,1279,1,0,1,2,0,1,1,242,461,1033,648,1,1
0,41,78.47492,0,1,0,100,0,0,0,1,1,0,1,0,0,1,458,450,918,564,0,0
3,41,79.00028,0,1,0,90,0,0,0,1,1,0,1,0,1,1,348,549,1306,951,0,0
2,36,71.05318,0,1,0,100,0,1,157,0,1,0,2,1,1,0,236,377,863,894,0,0
3,40,82.40452,0,1,0,90,0,1,900,1,1,0,3,0,1,0,200,356,519,1221,0,0
0,36,85.05093,0,1,0,90,0,1,510,1,1,1,3,0,0,0,294,332,799,698,1,1
0,41,66.22868,0,1,0,100,0,1,0,0,1,1,1,0,1,1,233,345,1207,975,1,1
3,26,64.60678,0,0,0,100,0,1,717,1,1,1,3,0,1,1,311,271,641,676,0,0
0,28,65.57276,0,0,0,90,0,1,886,0,1,1,3,0,0,0,248,481,550,533,0,0
0,26,93.74432,0,1,0,100,0,1,391,1,1,1,3,0,0,0,204,439,751,1012,1,1
0,35,69.3958,0,1,1,100,0,1,319,0,1,1,2,0,0,0,340,378,2121,673,0,0
2,44,81.84882,0,1,0,90,0,1,1398,0,1,1,2,0,1,1,353,265,829,852,0,0
2,35,76.14947,0,0,1,100,0,1,974,0,1,1,2,0,0,0,388,290,1148,483,1,0
2,37,95.35718,0,1,0,100,0,0,8,1,1,0,1,0,1,0,422,449,943,980,0,0
0,55,68.56044,0,1,0,100,0,1,445,0,1,1,3,0,0,1,416,205,953,933,1,1
1,35,72.95194,0,1,0,91,0,1,0,1,1,1,1,0,1,0,258,530,1459,1245,0,0
3,36,68.30332,0,1,0,100,0,1,297,0,1,1,3,0,0,1,434,303,795,659,0,0
1,36,99.07079,0,0,0,100,1,1,0,1,1,1,1,0,0,1,221,471,727,789,0,0
2,35,71.51753,1,1,0,100,0,1,1091,0,1,1,2,0,0,0,220,314,1109,627,1,0
0,44,82.25969,0,1,0,90,0,1,317,0,1,1,3,0,1,0,365,410,957,546,1,1
2,26,75.86548,0,1,0,100,0,0,12,0,1,0,1,0,1,0,251,296,1934,601,0,0
0,35,73.32495,0,1,0,100,0,1,20,0,1,1,2,0,0,1,220,276,574,887,1,1
2,35,72.64131,0,1,0,100,0,0,959,1,1,0,1,0,1,1,269,512,538,440,0,0
0,41,74.90025,0,1,0,100,0,0,0,0,1,0,3,0,1,0,191,534,664,488,1,1
3,42,82.73535,0,1,0,100,0,1,2,0,1,0,1,0,1,0,409,767,867,1090,0,0
0,41,107.53047,0,1,1,100,0,1,392,0,1,1,3,0,0,1,292,206,1025,1222,1,1
0,41,78.6586,0,0,0,100,0,1,773,0,1,1,3,0,1,0,243,378,1068,589,1,1
2,36,73.10172,0,1,0,100,0,0,0,1,0,0,1,0,1,0,437,670,909,1291,0,0
2,39,68.83333,0,0,0,100,0,1,763,0,1,1,3,0,1,0,520,252,1055,749,1,0
1,34,77.0446,0,0,0,100,0,0,6,1,1,0,1,0,0,0,266,476,1623,618,0,0
0,34,78.63707,0,0,0,100,0,0,0,0,1,0,1,0,1,0,415,452,1019,525,0,0
3,33,77.88928,0,1,0,90,0,1,170,0,0,1,3,0,1,1,218,493,488,1696,1,1
0,37,81.34632,0,0,0,100,0,1,169,1,0,1,3,0,1,0,208,368,1581,902,0,0
0,43,73.5157,0,1,0,100,0,1,893,1,1,1,3,0,1,0,275,332,668,920,1,1
3,36,51.7287,0,0,0,100,0,1,0,1,1,1,1,1,0,0,389,479,1290,585,1,1
2,30,80.33434,0,1,0,90,0,1,369,1,1,0,1,1,0,1,264,311,509,475,0,0
1,31,74.24193,1,0,0,90,0,1,237,1,0,1,3,1,1,1,270,546,1039,1027,0,0
3,36,79.49447,0,1,0,100,0,1,0,1,1,1,3,1,0,0,389,504,689,1261,0,0
2,33,67.25594,0,0,0,90,0,1,373,1,1,1,3,0,0,1,429,288,730,1067,0,0
0,26,66.23774,0,1,0,100,0,1,930,0,1,1,2,0,0,0,395,657,1020,1412,0,0
0,48,59.07519,0,0,0,90,0,1,0,1,0,0,2,0,1,0,381,466,979,2450,0,0
0,38,71.00588,0,1,0,100,0,1,765,0,1,1,2,0,1,1,267,353,826,618,0,0
1,33,74.62486,0,0,0,100,0,0,3,0,0,0,1,0,1,1,319,496,1647,905,0,0
1,26,65.33031,0,0,0,90,0,1,299,0,1,1,2,0,1,0,250,194,2791,831,0,0
0,38,64.52257,0,1,0,90,0,0,0,0,1,0,1,0,0,1,252,302,871,964,0,0
0,21,74.18914,1,0,0,100,0,1,382,0,1,1,2,0,0,0,180,295,1841,919,1,0
1,41,70.69416,0,1,0,100,0,1,201,1,1,1,2,0,0,0,239,291,1925,783,0,0
0,36,69.67993,0,0,0,90,0,1,408,0,0,1,3,0,1,1,255,280,1297,687,0,0
2,33,88.93764,0,1,0,90,0,1,413,1,1,0,1,0,1,0,430,541,921,880,0,0
3,30,90.05639,0,1,1,100,0,1,1345,0,1,1,1,0,0,1,337,266,824,637,1,0
2,28,85.51847,0,0,0,100,0,1,223,0,1,1,1,1,0,0,232,658,544,706,0,0
3,48,74.51313,0,1,0,100,0,0,0,0,1,0,1,0,1,1,410,335,1506,513,1,0
2,41,59.35526,0,1,0,100,0,1,723,0,1,1,3,0,1,0,230,309,832,1340,0,0
0,34,120.85994,0,0,0,100,0,0,10,0,1,0,1,1,0,0,220,528,707,702,0,0
0,27,83.60338,0,1,0,100,0,0,0,0,1,0,1,0,1,0,409,737,1527,573,1,1
0,36,67.681,0,1,0,100,0,1,351,0,1,1,2,0,0,0,225,399,699,588,0,0
2,25,83.19502,0,0,0,100,0,1,6,1,0,0,1,0,1,0,230,635,898,578,0,0
0,35,79.63674,0,1,0,100,0,0,9,0,1,0,1,0,1,0,446,519,1087,1065,0,0
0,40,77.20848,0,0,0,100,0,1,208,0,1,1,3,0,1,1,216,463,1261,455,1,1
1,29,80.19621,0,1,0,90,0,0,0,0,1,0,2,0,1,0,270,696,820,395,0,0
3,43,86.48457,0,1,0,90,0,1,541,0,1,1,3,0,1,1,351,405,830,599,1,1
0,18,86.92318,0,0,0,100,0,1,521,0,1,1,2,0,0,0,205,318,856,1944,0,0
2,31,68.75959,0,0,0,100,0,1,0,0,1,0,2,0,1,0,209,606,914,675,0,0
2,38,98.70417,0,0,1,90,0,0,22,0,1,1,1,0,1,1,443,523,1459,616,0,0
2,29,54.25678,0,0,0,100,0,1,714,0,1,1,3,0,1,0,446,280,930,629,1,1
3,49,94.03758,0,0,1,100,0,0,1,0,1,0,1,0,1,0,210,771,743,1446,0,0
0,35,88.17772,0,1,0,100,0,1,354,0,1,1,3,0,1,0,306,366,1444,1014,0,0
1,47,69.7133,0,1,1,100,0,1,693,0,1,1,2,0,1,0,208,328,929,732,1,1
1,44,71.76494,0,0,0,90,0,0,0,0,1,0,1,0,1,1,574,738,893,603,0,0
2,27,77.79039,0,0,0,90,0,0,0,1,1,0,1,0,1,1,300,373,823,1166,0,0
2,26,70.23629,0,1,0,100,0,0,0,0,1,0,1,0,1,0,428,685,1281,1142,0,0
0,27,67.63578,0,0,0,100,0,1,209,0,1,1,3,0,0,0,174,305,743,901,1,1
1,25,72.06689,0,1,0,100,0,1,301,0,1,1,2,0,1,0,445,543,572,890,0,0
0,25,69.87361,0,0,0,100,0,0,0,1,0,0,1,0,0,0,412,603,877,883,0,0
3,28,79.90165,0,1,0,100,0,1,313,0,1,1,2,0,1,0,258,262,532,468,0,0
0,41,65.74181,0,0,0,100,0,1,386,0,0,1,3,0,1,0,239,267,1580,1119,1,1
3,21,71.11429,0,0,0,100,0,0,0,0,1,0,1,0,1,0,299,558,601,745,0,0
0,43,74.04752,0,1,0,82,0,1,964,1,1,1,3,0,1,1,262,394,2239,656,1,1
0,40,105.24505,1,1,0,90,0,1,1293,0,1,0,2,0,1,1,338,676,2729,1342,0,0
1,42,79.86739,0,1,0,90,0,1,1404,1,1,1,3,0,1,1,222,337,647,508,1,1
0,22,74.44141,0,1,1,100,0,0,0,0,0,1,1,1,0,1,290,488,1283,619,1,1
1,31,78.14786,0,1,0,100,0,0,0,0,1,0,1,0,1,0,347,394,671,901,0,0
0,46,66.36566,0,1,0,100,0,1,1024,0,1,1,2,0,0,0,182,255,636,820,1,1
2,37,71.47466,0,1,0,100,0,1,820,0,1,1,3,0,1,1,335,310,916,677,1,1
0,32,85.24155,0,1,1,100,0,0,3,0,1,0,3,0,1,0,301,399,1320,812,1,0
1,36,84.75263,0,1,0,80,0,1,152,1,1,0,1,0,1,0,404,775,1174,727,1,1
1,34,71.71256,0,1,0,90,0,0,1542,1,1,1,3,0,1,0,364,294,660,1147,0,0
0,43,61.51912,0,0,0,100,0,0,336,1,1,0,1,0,0,1,196,436,943,614,0,0
2,33,71.10481,0,0,0,90,0,1,431,1,1,1,3,0,1,1,225,682,766,1556,0,0
0,30,83.37273,0,0,0,100,0,0,0,1,1,0,1,0,0,0,335,771,686,505,1,1
2,39,67.53701,0,1,0,90,0,0,0,0,1,0,1,0,1,0,309,564,584,1231,0,0
3,42,76.29052,0,1,0,81,0,0,0,1,1,0,1,0,1,0,224,431,1092,555,0,0
2,37,92.48952,0,1,1,90,0,0,12,1,1,1,2,0,0,0,369,414,775,965,1,0
1,32,67.34317,0,0,0,100,1,1,57,0,1,1,3,0,1,0,244,513,1526,1209,0,0
3,28,79.91243,0,0,0,100,0,1,323,0,1,0,2,0,1,0,438,565,1206,817,0,0
2,31,88.73458,0,1,0,79,0,1,761,0,1,1,2,0,1,1,425,652,616,901,1,1
0,39,76.64945,0,0,1,100,0,1,258,0,1,1,3,0,0,1,364,380,1039,760,1,1
2,30,79.30249,0,0,0,90,0,1,816,0,0,1,3,0,1,0,247,332,458,708,0,0
2,34,65.86987,1,0,0,100,0,1,165,0,0,1,3,1,1,0,174,590,851,759,1,0
2,27,69.01757,0,1,0,100,0,0,0,0,1,0,1,1,1,0,264,644,663,964,0,0
0,35,69.69221,1,0,0,100,1,1,854,1,0,0,3,0,1,0,277,508,2347,507,0,0
1,41,86.39066,0,1,0,100,0,1,473,0,1,1,2,0,1,0,226,450,2734,1106,1,1
1,29,70.07542,0,1,0,100,0,1,10,0,1,1,3,0,1,1,416,344,937,864,0,0
0,31,91.73065,0,1,0,100,0,1,0,0,1,0,1,0,0,1,351,392,2192,555,0,0
0,24,85.62362,0,1,0,100,0,0,0,0,1,0,1,0,1,1,385,530,1985,674,0,0
3,36,77.36112,0,0,1,100,0,0,5,1,1,0,1,0,1,1,418,910,670,752,0,0
3,25,74.25476,0,1,0,100,0,0,17,0,1,1,1,0,1,1,427,699,2141,1143,1,0
3,25,69.30527,0,0,0,90,0,0,4,0,0,1,1,0,0,1,533,383,1006,559,0,0
0,36,73.74114,0,0,0,100,0,1,1115,1,1,1,2,0,0,0,183,262,1134,625,0,0
0,32,71.10366,0,1,0,100,0,0,19,0,1,1,1,0,1,0,221,479,458,911,1,1
3,25,76.36696,0,0,0,90,0,1,0,1,1,1,2,0,1,1,191,362,607,1026,0,0
3,25,78.35525,1,1,0,100,0,1,989,1,1,1,3,0,0,1,316,265,554,913,0,0
0,24,73.65213,0,1,0,100,0,0,0,1,1,0,1,0,0,0,498,448,867,1455,0,0
3,49,68.35928,0,0,0,90,0,1,426,1,1,1,3,0,1,0,292,365,1371,1356,1,1
0,26,72.61329,0,0,0,90,0,1,468,0,1,1,3,0,1,1,272,302,1841,1036,1,1
2,38,72.04005,0,0,0,100,1,1,912,0,1,1,2,0,1,0,185,351,880,1692,0,0
0,30,75.96919,0,1,0,100,0,0,12,0,1,0,2,0,0,0,249,525,892,1236,1,0
2,30,89.84967,0,0,0,100,0,0,0,0,1,0,1,0,0,0,479,504,778,556,0,0
3,28,103.31034,0,1,1,100,0,0,0,1,1,0,1,0,1,1,377,613,646,999,0,0
0,41,91.24165,0,0,0,100,0,1,16,0,1,1,2,1,0,1,299,447,886,1478,0,0
2,34,89.10566,0,0,1,100,0,1,728,1,1,1,3,1,1,0,131,481,853,1133,0,0
0,36,72.36489,0,1,0,90,0,1,768,0,1,1,3,0,1,0,186,189,700,859,0,0
0,42,74.605,0,1,0,100,0,1,274,1,1,1,2,0,0,0,418,266,624,1503,1,1
3,39,72.72111,0,0,0,100,0,1,135,0,1,1,2,0,1,0,304,487,622,1324,1,1
0,29,83.37652,0,1,0,100,0,1,817,1,1,1,1,0,0,0,387,531,903,1011,1,1
0,37,69.7668,0,1,0,100,0,1,16,0,1,0,1,0,1,0,267,303,1362,692,1,1
1,30,65.02162,0,0,0,100,0,1,884,0,1,1,3,0,1,0,194,425,604,877,1,1
2,34,61.92921,0,0,0,100,0,1,12,1,1,1,1,0,0,0,291,337,1991,963,1,1
0,20,70.31008,0,0,0,100,0,1,0,0,1,0,1,0,1,1,221,667,516,733,0,0
3,28,97.92553,0,1,0,100,0,1,881,0,1,1,3,0,1,0,227,481,814,1008,0,0
3,34,93.72249,0,1,0,90,0,0,0,0,1,0,1,0,1,1,467,457,1245,495,0,0
2,38,67.53522,0,1,0,100,0,0,461,0,0,1,3,0,1,0,325,518,989,823,0,0
0,47,74.99816,0,1,0,100,0,1,423,0,1,1,3,0,1,0,345,588,491,557,0,0
3,38,68.52323,0,1,0,90,0,1,639,0,1,1,3,0,1,1,275,481,936,661,1,1
3,36,82.73229,0,0,0,100,0,1,325,0,1,1,3,0,1,1,480,303,1341,1124,1,1
2,31,83.33487,0,1,0,100,0,1,1414,0,1,1,3,1,1,0,223,297,1918,742,0,0
0,34,68.06785,0,0,1,90,0,1,875,0,1,1,3,0,0,0,595,311,870,707,0,0
3,29,72.43632,0,1,0,100,0,0,0,0,1,0,1,0,1,0,326,302,1164,842,0,0
0,55,80.25789,0,1,1,100,0,1,1658,0,1,1,3,0,1,1,204,266,782,530,0,0
0,38,66.03613,0,1,0,90,0,1,687,1,1,1,2,0,0,0,155,364,831,444,1,1
3,26,77.96603,0,0,0,100,0,0,0,1,1,0,1,0,1,1,377,432,1849,717,0,0
3,32,79.04765,0,1,0,100,0,0,186,0,1,1,3,0,1,1,439,356,1113,1054,0,0
2,30,57.75441,0,0,0,100,0,1,704,1,1,1,3,0,1,0,413,342,1464,1160,1,0
2,32,72.03511,0,1,0,90,0,0,263,0,1,0,2,0,1,1,255,525,1335,1734,1,1
0,23,84.66739,0,1,0,100,0,0,12,0,1,0,1,1,1,0,224,523,1178,702,0,0
2,27,73.27613,0,0,0,100,0,1,1279,1,1,1,3,0,1,0,405,579,759,635,0,0
0,25,125.56081,0,1,0,100,0,0,0,0,1,0,1,0,1,0,258,436,633,614,1,0
0,37,82.10129,0,1,0,100,0,0,0,0,1,0,1,0,1,0,378,598,827,780,0,0
3,51,78.47881,0,1,0,100,0,1,398,0,1,0,3,0,1,0,236,490,694,656,0,0
3,20,66.40536,0,1,0,90,0,1,466,0,1,1,3,1,1,0,344,224,788,688,0,0
0,36,91.82452,0,1,0,100,0,1,1337,1,1,1,2,0,1,1,354,422,996,1166,0,0
0,26,82.59831,0,1,0,100,0,1,132,0,1,1,3,0,1,1,348,351,1866,582,0,0
3,27,76.01827,0,1,0,100,0,1,108,1,1,1,2,0,0,1,370,503,2331,989,1,1
3,30,70.61559,0,0,0,90,0,1,116,1,0,1,3,0,0,0,250,534,469,1109,0,0
2,33,76.73997,0,0,0,90,0,0,320,0,1,1,3,0,1,1,417,490,1115,849,0,0
3,27,70.6145,0,1,1,100,0,0,0,0,1,0,1,0,1,0,247,802,866,644,0,0
2,39,89.51872,0,0,0,100,0,1,12,1,1,0,1,0,0,0,257,423,853,882,0,0
3,36,66.42338,0,1,1,100,0,0,219,1,1,0,1,0,1,0,338,538,643,701,0,0
3,41,68.66383,0,1,0,90,0,1,377,1,1,1,3,0,1,0,326,621,1292,1206,1,1
0,36,73.84063,0,1,0,100,0,1,437,0,1,1,3,0,1,0,236,338,1283,1012,0,0
0,45,72.98779,0,1,0,100,0,1,100,0,1,1,3,0,1,0,206,429,1170,655,1,1
0,34,94.80171,0,1,0,100,0,0,10,1,0,0,1,0,0,0,460,528,796,655,0,0
3,27,67.39988,0,0,0,90,0,1,759,1,1,1,2,0,1,1,217,416,1124,1408,1,1
3,40,69.28653,0,1,1,90,0,0,15,0,1,0,1,0,1,0,480,802,1187,580,1,1
2,26,64.01709,1,0,0,100,0,1,0,0,1,1,2,0,1,1,419,784,675,1388,1,1
2,29,63.86453,0,0,1,100,0,1,345,0,1,1,3,0,1,0,235,361,1326,1189,0,0
0,37,95.43309,0,1,0,100,0,0,0,0,1,0,1,0,1,0,287,459,773,1417,0,0
0,43,70.64811,0,0,0,100,0,1,608,0,0,1,3,0,1,1,281,536,925,636,0,0
1,38,72.33615,0,1,0,100,0,1,0,0,1,0,2,0,1,0,262,508,1284,1221,0,0
2,34,80.45812,0,1,0,100,0,0,945,0,0,1,3,0,1,1,259,325,809,874,0,0
0,20,76.04763,0,0,0,100,0,1,880,0,1,1,2,0,1,0,336,592,1055,1097,1,1
3,45,66.37255,0,1,0,100,0,1,556,1,0,1,2,0,1,1,232,264,541,689,0,0
1,29,78.75758,0,1,1,90,0,0,0,0,1,0,1,0,1,0,363,344,1081,706,0,0
2,37,82.01637,0,1,1,100,0,0,1060,0,1,1,3,0,1,1,221,520,575,566,0,0
3,42,82.59446,0,0,0,91,0,1,321,1,1,1,3,0,1,1,205,274,874,617,0,0
3,29,59.13344,0,1,0,100,0,0,8,0,1,0,1,0,1,0,304,414,505,1362,0,0
2,25,74.08823,0,0,0,90,0,1,1167,1,1,1,2,0,0,1,426,344,610,1089,1,1
0,40,77.90285,1,1,1,90,0,1,6,1,1,1,2,1,1,1,216,335,1186,664,0,0
2,34,86.0266,0,1,0,90,0,0,0,0,1,0,1,0,1,0,284,417,2030,489,0,0
2,37,65.537,0,0,0,80,0,1,982,0,0,1,3,0,1,0,203,432,1224,1214,0,0
1,44,79.8716,0,1,0,100,0,1,6,0,1,1,3,0,0,0,401,337,1019,732,0,0
2,27,54.47335,0,0,1,100,0,1,939,1,0,1,3,0,1,1,251,345,859,642,1,1
0,22,74.19482,0,0,0,100,0,0,14,1,1,0,1,0,1,1,418,842,901,776,0,0
2,39,69.01789,1,0,0,100,0,1,335,0,1,1,2,1,0,1,208,240,664,1457,1,1
3,44,72.94365,0,1,1,100,0,1,6,0,0,1,2,0,0,0,219,568,1496,889,1,1
0,34,65.30031,0,0,0,100,0,1,447,1,0,1,3,0,1,0,304,371,455,658,0,0
0,39,66.29518,0,1,1,90,0,1,0,0,1,0,2,0,0,1,482,253,1456,1214,1,1
3,37,70.32092,0,0,1,90,0,1,129,1,1,1,3,1,0,0,179,223,963,1080,1,1
0,35,74.85216,0,1,1,100,0,0,0,0,1,1,1,0,1,0,240,602,980,1153,1,1
1,43,73.77578,0,1,0,100,0,1,391,0,1,1,3,1,1,0,223,299,521,712,0,0
0,42,113.34972,0,1,0,100,0,1,0,1,1,1,2,0,1,0,512,354,849,637,1,1
1,38,60.86931,0,0,0,100,0,1,336,1,0,1,1,0,1,0,236,309,455,923,1,1
2,41,89.56435,0,0,0,100,1,1,194,0,1,1,3,0,1,0,180,218,896,466,1,1
2,41,70.62247,0,0,0,100,0,1,557,0,1,1,3,0,1,0,275,222,1181,850,1,1
2,35,76.06643,1,1,0,90,0,1,261,0,1,1,3,1,1,1,146,330,2489,837,0,0
3,26,85.76643,0,1,0,100,0,0,0,0,1,0,1,0,0,0,197,690,629,1040,1,1
3,36,60.15671,0,1,1,100,0,1,352,0,1,1,3,1,1,1,603,289,417,1023,1,1
3,39,80.79505,0,1,0,100,0,1,0,1,1,0,1,0,1,0,357,343,740,542,1,1
3,39,81.59052,0,1,0,90,0,1,104,0,1,1,3,0,1,0,380,333,754,1228,1,0
2,41,70.29052,0,1,0,90,0,1,424,0,1,1,3,0,0,1,230,224,661,1143,0,0
0,25,65.53123,0,1,0,100,0,1,17,0,1,0,1,0,0,1,299,368,732,775,0,0
1,35,96.16692,0,1,0,100,0,0,0,1,1,0,1,0,1,0,272,466,600,532,0,0
1,25,62.24854,0,0,1,90,0,0,0,1,1,0,1,0,0,0,224,257,738,902,0,0
3,21,83.56764,0,0,0,90,0,1,973,0,1,1,2,0,1,0,188,496,1048,684,0,0
0,45,79.13311,0,1,0,100,0,1,0,0,1,1,1,0,1,0,409,418,1189,700,1,1
0,44,82.18878,0,0,1,100,0,0,294,0,1,0,1,0,1,1,482,519,700,453,0,0
1,34,57.30108,0,0,0,90,0,1,870,0,1,1,3,0,1,0,193,651,2100,1082,1,1
0,35,78.37691,0,1,0,90,0,1,113,0,1,1,3,0,0,1,365,369,858,497,1,1
2,30,63.45511,0,0,1,100,1,1,109,0,1,1,2,0,1,1,457,418,703,843,0,0
3,29,70.31786,0,0,0,100,0,1,406,0,1,1,3,0,1,0,223,274,1371,829,1,1
3,29,78.65774,0,1,0,100,0,0,6,0,1,0,1,0,1,1,420,592,809,952,0,0
0,34,66.24526,0,0,1,100,0,0,0,0,0,0,1,0,0,0,440,414,771,1056,0,0
3,31,77.11746,0,0,0,100,0,0,2,0,1,0,1,0,0,0,369,685,715,1043,0,0
3,39,95.75261,0,1,0,100,0,0,1522,0,1,1,1,0,1,0,337,494,667,1119,1,0
2,41,63.31388,0,0,0,100,0,0,10,0,1,1,2,0,1,0,263,311,451,538,1,1
3,24,82.4792,0,1,0,100,0,0,0,0,1,0,1,0,1,1,396,704,536,430,1,1
2,38,75.64197,0,0,0,100,0,1,13,0,1,1,3,0,1,1,436,290,566,661,1,1
0,42,95.30818,0,1,0,90,0,1,141,1,1,1,2,0,1,0,194,300,847,1182,1,1
0,40,75.25277,0,1,1,100,0,0,0,0,1,0,1,0,1,0,258,720,626,622,0,0
2,33,73.2551,0,1,0,100,0,1,98,0,0,1,3,0,1,1,209,317,2402,1152,0,0
0,37,76.6336,0,1,1,90,1,1,120,0,0,0,2,0,0,1,186,366,832,748,0,0
0,27,76.71987,0,1,0,100,0,0,0,0,0,0,1,1,1,1,426,263,941,583,0,0
0,35,69.6306,0,1,0,90,0,1,19,1,1,0,1,0,1,0,340,284,854,531,1,1
3,29,83.8872,0,0,0,100,0,1,127,0,1,1,1,0,1,1,425,353,1724,593,0,0
0,37,63.06122,0,0,0,100,0,1,0,0,0,1,2,0,0,1,197,246,857,437,1,0
0,25,74.51636,0,1,0,100,0,1,15,1,1,1,2,0,1,1,480,448,1690,1256,0,0
1,33,81.80698,0,0,0,100,0,0,0,0,1,0,1,0,0,0,242,444,890,632,0,0
0,41,87.72113,1,1,0,100,0,1,706,0,0,1,3,0,1,1,280,399,661,909,0,0
0,27,68.11875,0,0,0,90,0,1,825,0,1,1,2,0,0,0,239,362,860,1020,0,0
3,35,70.03505,0,1,1,100,0,1,1496,0,1,1,2,0,1,0,325,306,1157,868,0,0
2,16,73.11449,0,1,0,100,0,0,0,1,1,0,1,0,0,0,329,729,740,555,0,0
3,40,83.65974,0,0,0,100,0,1,895,0,1,1,3,0,1,1,158,476,973,913,1,1
